total_cost,lifecycle_co2_rate,land_use,percent_nonrenewable,Battery,Biomass,Coal_Conv,Coal_Adv,NaturalGas_Conv,NaturalGas_Adv,Nuclear,Nuclear_Adv,SolarPanel,WindTurbine,optimal
8291.759443509865,2.3514024627440935,6084.317407997796,0.9881449543352178,1.1474276537227917,0.039495116027685566,0.7509259529337042,0.028824032162361884,2.58048046043541,0.6336711148269895,11.087928783739551,14.469224613645581,1.3307306272487882,0.007745335493601614,Optimal
5916.763464920202,12.858771539895365,2500.972545177378,0.9618640820666964,10.016652912333354,0.6551672454385156,0.8403695321051786,0.1045113167166646,0.7465068143491833,0.21462737389849412,13.855966089525865,3.3487202919468824,0.5242281922942582,0.0038001980752964655,Optimal
5815.156413057409,24.492174485076532,66332.56304142134,0.8688753155732647,6.868646218472573,0.004279600061026126,1.2168324053370407,0.07684700430196119,4.890468367843108,2.6850520617309273,12.752857609513095,1.5621979857515722,14.572153882104182,0.16910753904624112,Optimal
5430.836207103636,27.829461645764855,29295.0383745985,0.9358869270585001,10.36340021748084,0.001237021856329906,2.0423681107202283,0.03259067652010679,2.2651391131109735,2.70945844298435,9.13295250859095,1.584705260980092,6.148034843592119,0.17136898725013056,Optimal
13735.195511564732,40.55524032536299,3418.9989953599325,0.3175404053329134,0.0027310084483397664,22.233515967717537,0.804566329129135,0.03641567852566198,1.1417466500547628,0.44556515969889926,2.5558188714421717,1.7944324934843918,0.3703391105674754,0.13232357032277375,Optimal
6661.76844392197,14.515464463604733,143.9771196434845,0.9999449948318377,0.6561935587672308,0.11090540981857648,0.4750852457665702,0.0017282081035951825,1.5138672630511867,15.077206853861698,11.336310176618532,0.09302853723779077,0.0036003331068338,0.00144071414894911,Optimal
6014.911457950011,13.12397404703012,15133.349081566452,0.9361811054724596,10.016652912333354,0.6551672454385156,0.8403695321051786,0.1045113167166646,0.7465068143491833,0.21462737389849412,13.855966089525865,3.3487202919468824,3.395222859655411,0.0038001980752964655,Optimal
7647.064947208894,3.5169370556797293,872706.9893994867,0.0013344320944454308,26.41264351052481,2.5415248803773928e-06,0.08397091422451188,1.3083735171209114,9.663632045189608,0.21407035677702774,0.05191484377973947,0.09314671788964662,0.020170347787453344,70.9284891152644,Optimal
6349.835709409109,21.668460373846077,21507.51341766824,0.9517823265970263,21.691694367614094,0.20400311766186782,0.8306226110338015,1.1857681974570518,2.2171005716347216,5.894224325345902,6.350981196981336,0.6677707602045176,1.214985637538379,1.297811389120525,Sub-opt
6344.245185901693,21.654544918430666,21507.462122332105,0.9522331318494238,21.691694367614094,0.19545389497251808,0.8306226110338015,1.1857681974570518,2.2171005716347216,5.894224325345902,6.350981196981336,0.6677707602045176,1.214985637538379,1.297811389120525,Sub-opt
5949.458669679384,20.005280818429828,15416.608169150139,0.9795535860633396,0.4005380591087309,0.4605114265445729,0.3128021425298716,0.2641910735074741,16.566940347461223,0.9703917437142934,16.797987647908432,0.09194629916962616,0.29355450944746336,1.1371076579842831,Sub-opt
8309.88251747976,2.402466975730081,6257.102948546855,0.9920939126816288,22.3506867487286,0.00790244801985988,0.054007950781974456,1.1144905455293885,11.236019290319371,2.1355431435223577,14.281613439647113,7.806974873483899,0.08488275501140377,0.45557147647308377,Sub-opt
8606.337239053542,2.550484749746594,6271.208382214479,0.9882516415783829,8.67772727331448,0.001906453805376947,15.235599924962164,0.6661343939975783,0.8011497693232437,1.1185671278437186,23.651729352188244,4.15704711399254,1.341042123480227,0.008857291137393142,Sub-opt
8341.82846486782,2.404744481089526,6588.509199862537,0.988600642159148,8.181496552403676,0.14959243543931125,14.412062785012132,0.03519766576816724,2.21532930309967,4.633108888305735,19.84981297183489,4.700797128887884,1.0519411211567917,0.13872870064153967,Sub-opt
5497.018807480974,27.930091787066385,29295.654110643572,0.935974462021182,10.36340021748084,0.011036541475708261,2.0423681107202283,0.036606039527912276,2.2651391131109735,2.877102372990016,9.13295250859095,1.584705260980092,6.148034843592119,0.17136898725013056,Sub-opt
5520.749739737729,28.453851262346447,29296.059147252836,0.9359112831958155,10.36340021748084,0.01733162435628144,2.1143810738540405,0.036606039527912276,2.2651391131109735,2.877102372990016,9.13295250859095,1.584705260980092,6.148034843592119,0.17136898725013056,Sub-opt
6178.461961427942,13.610238321731035,5504.969343314536,0.9920790704551417,8.719087278946178,0.18933205684434382,0.6992967621020214,0.0649935419646753,1.6298355140155716,1.045476502592066,14.338074503019477,4.0273944735933584,0.3367622929003921,0.31516242244203946,Sub-opt
6273.116422255609,13.011507379886323,5238.990823376768,0.9749141500162951,7.473429112454029,1.036910256026495,0.29324225593828956,0.10748834775419679,1.813947497177283,1.5192889131767557,14.437095409031613,2.9424484221135807,1.1268560338296494,0.01142944413548173,Sub-opt
6269.238754100944,12.992038720691614,5238.22666396863,0.9747889601731135,7.347675719531139,1.036910256026495,0.2915725631787729,0.10985147033066293,1.80977882208331,1.5193402311872841,14.437095409031613,2.9424484221135807,1.1268560338296494,0.01142944413548173,Sub-opt
6031.854538224621,26.740523101271602,29139.167021334673,0.9435019279940217,10.462982016921087,1.021994145812578,2.0423681107202283,0.036606039527912276,3.242838361591223,0.4490949997251966,14.212817193105005,1.584705260980092,6.09424017116407,0.17590848435088724,Sub-opt
6034.015264326889,26.737460668919528,29139.308192880795,0.9435019279886191,10.462982016921087,1.021994145812578,2.0423681107202283,0.036606039527912276,3.2869544697542254,0.4490949997251966,14.212817193105005,1.584705260980092,6.09424017116407,0.17590848435088724,Sub-opt
6046.148739040878,26.60513460055953,29285.051784185995,0.9432141203567355,10.85986649009738,1.021994145812578,2.002213247882825,0.036606039527912276,3.2675631628118555,0.4511224580012403,14.212817193105005,1.584705260980092,6.126881679932784,0.17590848435088724,Sub-opt
6045.509634846587,26.362984047423076,30709.679820340003,0.940359286124702,10.85986649009738,1.021994145812578,2.002213247882825,0.036606039527912276,3.2675631628118555,0.4511224580012403,14.212817193105005,1.584705260980092,6.450660779058695,0.17590848435088724,Sub-opt
6564.30968564749,13.889951420960305,2552.788899990871,0.9630330778788854,19.32123302048211,0.6551672454385156,0.9078222119236693,0.3265727124182493,0.7045372416785405,0.6180711351026932,13.901724776439332,3.3487202919468824,0.5242281922942582,0.003243636835761632,Sub-opt
6130.790787659441,26.071796229144663,29316.798254725945,0.9430989299254119,10.36340021748084,0.15991493862025388,1.9989249979255173,0.5530642826546202,2.210434966060734,2.7130153333075953,13.346277129581408,1.584705260980092,6.148034843592119,0.17136898725013056,Sub-opt
6057.686809472598,13.057703841170552,2502.319232040679,0.9625707050543383,10.016652912333354,0.6551672454385156,0.8403695321051786,0.1045113167166646,0.7465068143491833,0.6354670186799882,13.855966089525865,3.3487202919468824,0.5242281922942582,0.0038001980752964655,Sub-opt
